Filename,Name,Norm_Factor,Skew,Sigma,Norm,Wavelength,PL_Norm,PL_Slope,Fe_UV_Norm,Fe_UV_FWHM,Fe_UV_del,Fe_Opt_Norm,Fe_Opt_FWHM,Fe_Opt_del,Balmer_norm,Balmer_Te,Balmer_tau
example, ,7.923169415661733e-15,0.0,1428.739403477302,14.356817757726336,2797.3314182633167,1.7094460433199918,-1.2756909244225452,0.02743206043146801,1811.5266789904267,-0.0001614467754933743,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_na,7.923169415661733e-15,0.0,85.0,0.07523114845213272,2799.6974403188733,1.7094460433199918,-1.2756909244225452,0.02743206043146801,1811.5266789904267,-0.0001614467754933743,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_br,7.917595650677584e-15,0.0,1126.4899701374827,11.082511138038935,2797.72189206655,1.7085032332476437,-1.2742970507221345,0.027299977363840905,1691.7565552295941,-0.0003624559454869304,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.917595650677584e-15,0.0,2427.7595380600283,18.982389135250298,2797.525731507805,1.7085032332476437,-1.2742970507221345,0.027299977363840905,1691.7565552295941,-0.0003624559454869304,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.917595650677584e-15,0.0,425.0,0.3456810452092883,2793.0444439854064,1.7085032332476437,-1.2742970507221345,0.027299977363840905,1691.7565552295941,-0.0003624559454869304,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_na,7.917595650677584e-15,0.0,175.8417130526504,0.353213486581438,2799.9054817572996,1.7085032332476437,-1.2742970507221345,0.027299977363840905,1691.7565552295941,-0.0003624559454869304,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_br,7.941106101544978e-15,0.0,841.868694841717,4.9641602130465605,2797.3134786194883,1.7073416551973166,-1.2558732364885592,0.027197816156740016,1934.12795858395,-0.00019243534823983345,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.941106101544978e-15,0.0,1452.0454394439585,9.634926057832747,2798.221947027279,1.7073416551973166,-1.2558732364885592,0.027197816156740016,1934.12795858395,-0.00019243534823983345,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.941106101544978e-15,0.0,2625.5293672461485,15.509723079412094,2796.157759032858,1.7073416551973166,-1.2558732364885592,0.027197816156740016,1934.12795858395,-0.00019243534823983345,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_na,7.941106101544978e-15,0.0,152.5816522864763,0.22630012665427382,2800.513104893345,1.7073416551973166,-1.2558732364885592,0.027197816156740016,1934.12795858395,-0.00019243534823983345,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_br,7.945625245505901e-15,0.0,541.5436705538852,0.0,2799.0839143327266,1.7069015437509152,-1.2754877318342237,0.026244008238772664,1812.655455050099,-0.00017238334606011575,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.945625245505901e-15,0.0,2428.208865750314,20.431155411371705,2796.789584223479,1.7069015437509152,-1.2754877318342237,0.026244008238772664,1812.655455050099,-0.00017238334606011575,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.945625245505901e-15,0.0,1002.0980431180245,9.85025035201164,2797.428472405325,1.7069015437509152,-1.2754877318342237,0.026244008238772664,1812.655455050099,-0.00017238334606011575,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_na,7.945625245505901e-15,0.0,85.0,0.16170649154146835,2800.342749955577,1.7069015437509152,-1.2754877318342237,0.026244008238772664,1812.655455050099,-0.00017238334606011575,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_br,7.929907374746874e-15,0.0,2330.3126585950417,21.41834565566111,2797.269103472979,1.7057933583398264,-1.2791008995927111,0.02782892815841019,1779.7552465677354,-0.0004125871253619529,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.929907374746874e-15,0.0,917.878059809279,8.90197034112264,2797.4334926665483,1.7057933583398264,-1.2791008995927111,0.02782892815841019,1779.7552465677354,-0.0004125871253619529,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.929907374746874e-15,0.0,857.9543339837336,0.0,2799.117277153247,1.7057933583398264,-1.2791008995927111,0.02782892815841019,1779.7552465677354,-0.0004125871253619529,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_na,7.929907374746874e-15,0.0,85.0,0.08081324450041164,2800.960059458473,1.7057933583398264,-1.2791008995927111,0.02782892815841019,1779.7552465677354,-0.0004125871253619529,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_br,7.92348813241202e-15,0.0,2683.1840339661794,16.78658651142327,2795.7549564263077,1.7087808877604287,-1.2766893429103678,0.026838948851859733,1895.819221798924,-0.0003392036388857555,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.92348813241202e-15,0.0,1229.5688658993035,12.244253672289322,2798.0231394383604,1.7087808877604287,-1.2766893429103678,0.026838948851859733,1895.819221798924,-0.0003392036388857555,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.92348813241202e-15,0.0,425.0,0.8393794963688005,2793.5155856666784,1.7087808877604287,-1.2766893429103678,0.026838948851859733,1895.819221798924,-0.0003392036388857555,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_na,7.92348813241202e-15,0.0,280.12011887722747,0.5556429554151929,2800.571108119096,1.7087808877604287,-1.2766893429103678,0.026838948851859733,1895.819221798924,-0.0003392036388857555,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_br,7.930937972082685e-15,0.0,2255.964353128465,21.236884580543354,2796.799311147479,1.703472835554994,-1.2734551904251525,0.028342560340793663,1956.564942121467,-8.495754632353008e-05,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.930937972082685e-15,0.0,966.1820234650094,8.619134212976377,2797.7847187814305,1.703472835554994,-1.2734551904251525,0.028342560340793663,1956.564942121467,-8.495754632353008e-05,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.930937972082685e-15,0.0,657.6871548040051,7.105427357601002e-15,2799.1170000115076,1.703472835554994,-1.2734551904251525,0.028342560340793663,1956.564942121467,-8.495754632353008e-05,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_na,7.930937972082685e-15,0.0,85.0,0.09736180915450472,2802.8473975450993,1.703472835554994,-1.2734551904251525,0.028342560340793663,1956.564942121467,-8.495754632353008e-05,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_br,7.975452801084563e-15,0.0,1109.8296119078536,12.86516682683537,2797.4767080718543,1.6995010561517825,-1.269256094971678,0.02676573525996259,1738.8563535115027,9.222826468406183e-05,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.975452801084563e-15,0.0,4250.0,0.0,2791.209349797194,1.6995010561517825,-1.269256094971678,0.02676573525996259,1738.8563535115027,9.222826468406183e-05,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.975452801084563e-15,0.0,2680.3501729136533,17.1987033983322,2796.2032545461448,1.6995010561517825,-1.269256094971678,0.02676573525996259,1738.8563535115027,9.222826468406183e-05,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_na,7.975452801084563e-15,0.0,85.0,0.14810305763337128,2798.9219697824974,1.6995010561517825,-1.269256094971678,0.02676573525996259,1738.8563535115027,9.222826468406183e-05,0.0,3000.0,0.0,0.0,10000.0,0.1
